eco,name,pgn,move,color,fen,master,lichess,white,draws,black
A00,"Grob Opening: Zilbermints Gambit, Zilbermints-Hartlaub Gambit",1. g4 d5 2. e4 dxe4 3. Nc3 e5 4. d3,7,white,rnbqkbnr/ppp2ppp/8/4p3/4p1P1/2NP4/PPP2P1P/R1BQKBNR b KQkq - 0 4,,bVdpqJFr,139,26,134
C30,King's Gambit Declined: Senechaud Countergambit,1. e4 e5 2. f4 Bc5 3. Nf3 g5,6,black,rnbqk1nr/pppp1p1p/8/2b1p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 4,,2cUpr9kJ,169,6,105
A00,Van Geet Opening: Hulsemann Gambit,1. Nc3 e5 2. e3 d5 3. Qh5 Be6,6,black,rn1qkbnr/ppp2ppp/4b3/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq - 2 4,,,125,12,139
C33,King's Gambit Accepted: Orsini Gambit,1. e4 e5 2. f4 exf4 3. b3,5,white,rnbqkbnr/pppp1ppp/8/8/4Pp2/1P6/P1PP2PP/RNBQKBNR b KQkq - 0 3,,Aj2VG4iy,111,8,154
A00,Hungarian Opening: Burk Gambit,1. g3 e5 2. a3 d5 3. Nf3 e4 4. Nh4 Be7 5. d3,9,white,rnbqk1nr/ppp1bppp/8/3p4/4p2N/P2P2P1/1PP1PP1P/RNBQKB1R b KQkq - 0 5,,Kb0og3oB,158,7,96
C25,"Vienna Game: Paulsen Variation, Mariotti Gambit",1. e4 e5 2. Nc3 Nc6 3. g3 Bc5 4. Bg2 h5 5. Nf3 h4,10,black,r1bqk1nr/pppp1pp1/2n5/2b1p3/4P2p/2N2NP1/PPPP1PBP/R1BQK2R w KQkq - 0 6,4Z1wcpYB,qQUQCBHP,88,14,157
C23,Bishop's Opening: Lewis Countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6,8,black,rnbqk2r/ppp2ppp/5n2/2bBp3/4P3/2P5/PP1P1PPP/RNBQK1NR w KQkq - 1 5,,DZSVswmB,107,6,138
A80,Dutch Defense: Hevendehl Gambit,1. d4 f5 2. g4 e5,4,black,rnbqkbnr/pppp2pp/8/4pp2/3P2P1/8/PPP1PP1P/RNBQKBNR w KQkq - 0 3,,nuARM6QB,124,6,107
C23,"Bishop's Opening: Lopez Variation, Lopez Gambit",1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4,7,white,rnbqk2r/pppp1ppp/5n2/2b1p3/2B1PP2/8/PPPPQ1PP/RNB1K1NR b KQkq - 0 4,,cfem2G6i,121,7,109
A00,Sodium Attack: Durkin Gambit,1. Na3 e5 2. Nc4 Nc6 3. e4 f5,6,black,r1bqkbnr/pppp2pp/2n5/4pp2/2N1P3/8/PPPP1PPP/R1BQKBNR w KQkq - 0 4,,xeSb6U2b,130,8,95
C43,"Russian Game: Modern Attack, Tal Gambit",1. e4 e5 2. Nf3 Nf6 3. d4 exd4 4. e5 Ne4 5. Bb5,9,white,rnbqkb1r/pppp1ppp/8/1B2P3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq - 2 5,Vof96L5J,AmMxkgyW,154,9,69
A00,Kádas Opening: Steinbok Gambit,1. h4 f5 2. e4 fxe4 3. d3,5,white,rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq - 0 3,,syeG0ayj,123,7,99
A43,"Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit",1. d4 c5 2. Nf3 cxd4 3. b4 e5,6,black,rnbqkbnr/pp1p1ppp/8/4p3/1P1p4/5N2/P1P1PPPP/RNBQKB1R w KQkq - 0 4,,qDDw8TAo,102,11,112
A09,Réti Opening: Zilbermints Gambit,1. Nf3 d5 2. c4 b5,4,black,rnbqkbnr/p1p1pppp/8/1p1p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,,,132,13,79
A00,Amar Opening: Gent Gambit,1. Nh3 d5 2. g3 e5 3. f4 Bxh3 4. Bxh3 exf4 5. O-O fxg3 6. hxg3,11,white,rn1qkbnr/ppp2ppp/8/3p4/8/6PB/PPPPP3/RNBQ1RK1 b kq - 0 6,,ESWF1135,96,19,102
A00,Ware Opening: Ware Gambit,1. a4 e5 2. a5 d5 3. e3 f5 4. a6,7,white,rnbqkbnr/ppp3pp/P7/3ppp2/8/4P3/1PPP1PPP/RNBQKBNR b KQkq - 0 4,,CvYveVB9,96,10,86
C40,Latvian Gambit: Lobster Gambit,1. e4 e5 2. Nf3 f5 3. g4,5,white,rnbqkbnr/pppp2pp/8/4pp2/4P1P1/5N2/PPPP1P1P/RNBQKB1R b KQkq - 0 3,,,70,3,97
B06,Modern Defense: Masur Gambit,1. e4 g6 2. d4 Nh6 3. Nc3 f5 4. Bxh6 Bxh6 5. exf5 O-O,10,black,rnbq1rk1/ppppp2p/6pb/5P2/3P4/2N5/PPP2PPP/R2QKBNR w KQ - 1 6,,WhzW8ATy,111,2,56
C27,Vienna Game: Adams' Gambit,1. e4 e5 2. Nc3 Nf6 3. Bc4 Nxe4 4. Qh5 Nd6 5. Bb3 Nc6 6. d4,11,white,r1bqkb1r/pppp1ppp/2nn4/4p2Q/3P4/1BN5/PPP2PPP/R1B1K1NR b KQkq - 0 6,4JHHWfzP,zsAVZyRp,92,6,63
A00,Van Geet Opening: Gladbacher Gambit,1. Nc3 e5 2. b3 d5 3. e4 dxe4 4. d3,7,white,rnbqkbnr/ppp2ppp/8/4p3/4p3/1PNP4/P1P2PPP/R1BQKBNR b KQkq - 0 4,,W0K5C3pS,65,9,71
C26,"Vienna Game: Stanley Variation, Eifel Gambit",1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. Nge2 b5,8,black,rnbqk2r/p1pp1ppp/5n2/1pb1p3/2B1P3/2N5/PPPPNPPP/R1BQK2R w KQkq - 0 5,,VNhbgwMn,73,2,70
C37,King's Gambit Accepted: Australian Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. h4,9,white,rnbqkbnr/pppp1p1p/8/8/2B1PppP/5N2/PPPP2P1/RNBQK2R b KQkq h3 0 5,,,63,3,71
C39,"King's Gambit Accepted: Kieseritzky Gambit, Rice Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6 8. O-O,15,white,rnbqk2r/ppp2p1p/3b1n2/3PN3/2B2ppP/8/PPPP2P1/RNBQ1RK1 b kq - 2 8,,,52,6,77
C39,"King's Gambit Accepted: Kieseritzky, Rice Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6 8. O-O,15,white,rnbqk2r/ppp2p1p/3b1n2/3PN3/2B2ppP/8/PPPP2P1/RNBQ1RK1 b kq - 2 8,,,52,6,77
B51,"Sicilian Defense: Moscow Variation, Dorfman Gambit",1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. Qe2 g6 6. e5,11,white,r2qkbnr/pp1bpp1p/2np2p1/1Bp1P3/8/5N2/PPPPQPPP/RNB2RK1 b kq - 0 6,KUtBlndf,U3DnFQUz,67,5,61
A00,Hungarian Opening: Pachman Gambit,1. g3 f5 2. e4 fxe4 3. Qh5+,5,white,rnbqkbnr/ppppp1pp/8/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR b KQkq - 1 3,,wgbd1Aq0,46,0,85
D17,"Slav Defense: Czech Variation, Krause Attack, Fazekas Gambit",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Na6 7. e4,13,white,r2qkb1r/pp2pppp/n1p2n2/4Nb2/P1pPP3/2N5/1P3PPP/R1BQKB1R b KQkq - 0 7,gcJRTW45,WRM7lPcf,60,10,51
C34,"King's Gambit Accepted: Fischer Defense, Schulder Gambit",1. e4 e5 2. f4 exf4 3. Nf3 d6 4. b4,7,white,rnbqkbnr/ppp2ppp/3p4/8/1P2Pp2/5N2/P1PP2PP/RNBQKB1R b KQkq - 0 4,,dWScBwaE,60,3,51
A00,Van Geet Opening: Warsteiner Gambit,1. Nc3 d5 2. f4 g5,4,black,rnbqkbnr/ppp1pp1p/8/3p2p1/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq - 0 3,,S0PmRGQX,60,2,40
A20,"English Opening: King's English Variation, Kahiko-Hula Gambit",1. c4 e5 2. e3 Nf6 3. f4 exf4 4. Nf3,7,white,rnbqkb1r/pppp1ppp/5n2/8/2P2p2/4PN2/PP1P2PP/RNBQKB1R b KQkq - 1 4,,1siU31L2,48,5,46
C37,King's Gambit Accepted: Middleton Countergambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 d6 5. O-O Bg4 6. h3 h5 7. hxg4 hxg4,14,black,rn1qkbnr/ppp2p2/3p4/6p1/2B1Ppp1/5N2/PPPP2P1/RNBQ1RK1 w kq - 0 8,,zhhvGBN2,32,1,62
A06,Zukertort Opening: Pachman Gambit,1. Nf3 d5 2. e3 c5 3. c4 dxc4 4. b3,7,white,rnbqkbnr/pp2pppp/8/2p5/2p5/1P2PN2/P2P1PPP/RNBQKB1R b KQkq - 0 4,,,36,5,45
D20,"Queen's Gambit Accepted: Old Variation, Korchnoi Gambit",1. d4 d5 2. c4 dxc4 3. e3 e5 4. Bxc4 exd4 5. Qb3 Qe7 6. Kf1,11,white,rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2P3/PP3PPP/RNB2KNR b kq - 3 6,,noxsiDLO,45,1,36
C24,Bishop's Opening: Krejcik Gambit,1. e4 e5 2. Bc4 Nf6 3. f3 Bc5 4. Ne2 Nc6 5. b4,9,white,r1bqk2r/pppp1ppp/2n2n2/2b1p3/1PB1P3/5P2/P1PPN1PP/RNBQK2R b KQkq - 0 5,,Ndz5jPvs,34,2,45
C38,King's Gambit Accepted: Greco Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4 h6 6. d4 d6 7. Nc3 c6 8. hxg5 hxg5 9. Rxh8 Bxh8 10. Ne5,19,white,rnbqk1nb/pp3p2/2pp4/4N1p1/2BPPp2/2N5/PPP3P1/R1BQK3 b Qq - 1 10,,Ie0kmvoN,39,2,33
C39,"King's Gambit Accepted: Kieseritzky Gambit, Anderssen-Cordel Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6 8. d4 Nh5 9. Bxf4 Nxf4,18,black,rnbqk2r/ppp2p1p/3b4/3PN3/2BP1npP/8/PPP3P1/RN1QK2R w KQkq - 0 10,,,28,1,42
C00,French Defense: Hoffmann Gambit,1. e4 e6 2. d4 d5 3. Qe2 e5 4. f4 exf4,8,black,rnbqkbnr/ppp2ppp/8/3p4/3PPp2/8/PPP1Q1PP/RNB1KBNR w KQkq - 0 5,49ZdTLjW,3c3nBVPQ,31,3,31
D20,"Queen's Gambit Accepted: Old Variation, Novikov Gambit",1. d4 d5 2. c4 dxc4 3. e3 e5 4. Bxc4 exd4 5. Qb3 Qe7 6. Nd2,11,white,rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2P3/PP1N1PPP/R1B1K1NR b KQkq - 3 6,,ISRfdHnc,39,3,20
C37,"King's Gambit Accepted: Double Muzio Gambit, Young Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Bxf7+ Kxf7 8. d4 Qxd4+ 9. Be3 Qf6 10. Nc3,19,white,rnb2bnr/pppp1k1p/5q2/8/4Pp2/2N1BQ2/PPP3PP/R4RK1 b - - 3 10,,ikkJgIJv,40,2,17
B20,"Sicilian Defense: Kronberger Variation, Nemeth Gambit",1. e4 c5 2. Na3 Nc6 3. d4 cxd4 4. Bc4,7,white,r1bqkbnr/pp1ppppp/2n5/8/2BpP3/N7/PPP2PPP/R1BQK1NR b KQkq - 1 4,,H3OtryZC,20,2,35
A00,"Van Geet Opening: Pfeiffer Gambit, Sleipnir Countergambit",1. Nc3 d5 2. f4 d4 3. Ne4 e5 4. Nf3,7,white,rnbqkbnr/ppp2ppp/8/4p3/3pNP2/5N2/PPPPP1PP/R1BQKB1R b KQkq - 1 4,,gt3bIvzj,31,0,24
C00,"French Defense: Banzai-Leong Gambit, Pinova Gambit",1. e4 e6 2. b4 Bxb4 3. e5,5,white,rnbqk1nr/pppp1ppp/4p3/4P3/1b6/8/P1PP1PPP/RNBQKBNR b KQkq - 0 3,,sLGbawC1,25,2,24
C20,"King's Pawn Game: MacLeod Attack, Norwalde Gambit",1. e4 e5 2. c3 d5 3. Qh5 Bd6,6,black,rnbqk1nr/ppp2ppp/3b4/3pp2Q/4P3/2P5/PP1P1PPP/RNB1KBNR w KQkq - 2 4,,l535hvoz,16,1,33
C20,Portuguese Opening: Miguel Gambit,1. e4 e5 2. Bb5 Bc5 3. b4,5,white,rnbqk1nr/pppp1ppp/8/1Bb1p3/1P2P3/8/P1PP1PPP/RNBQK1NR b KQkq - 0 3,,2YpYrLzC,20,0,29
A00,"Grob Opening: Grob Gambit, Keres Gambit",1. g4 d5 2. Bg2 e5 3. d4 exd4 4. c3,7,white,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/2P5/PP2PPBP/RNBQK1NR b KQkq - 0 4,,B5dEG0ba,19,0,23
C80,"Ruy Lopez: Open, Harksen Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. c4,15,white,r1bqkb1r/2p2ppp/p1n5/1p1pp3/2PPn3/1B3N2/PP3PPP/RNBQ1RK1 b kq - 0 8,tqnpuv1v,saleKKyl,21,4,14
C88,"Ruy Lopez: Closed, Alekhine Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 Na5 9. Bc2 c5 10. d4 Qc7 11. Nbd2 O-O 12. Nf1 Bg4 13. Ne3 Bxf3 14. Qxf3,27,white,r4rk1/2q1bppp/p2p1n2/npp1p3/3PP3/2P1NQ2/PPB2PPP/R1B1R1K1 b - - 0 14,,CyNFpJb7,9,3,11
A47,Indian Defense: Schnepper Gambit,1. d4 Nf6 2. Nf3 b6 3. c3 e5,6,black,rnbqkb1r/p1pp1ppp/1p3n2/4p3/3P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,,1bC6GmnB,10,0,12
A06,Zukertort Opening: Regina-Nu Gambit,1. Nf3 d5 2. b3 c5 3. c4 dxc4 4. Nc3,7,white,rnbqkbnr/pp2pppp/8/2p5/2p5/1PN2N2/P2PPPPP/R1BQKB1R b KQkq - 1 4,,Cbr41ryU,10,2,8
C23,Bishop's Opening: Four Pawns Gambit,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4 exf4 5. Nf3 Be7 6. d4 Bh4+ 7. g3 fxg3 8. O-O gxh2+ 9. Kh1,17,white,rnbqk1nr/pppp1ppp/8/8/2BPP2b/5N2/P1P4p/RNBQ1R1K b kq - 1 9,,aRfQXd8P,7,1,10
C24,Bishop's Opening: Pachman Gambit,1. e4 e5 2. Bc4 Nf6 3. Ne2 Nxe4 4. Nec3,7,white,rnbqkb1r/pppp1ppp/8/4p3/2B1n3/2N5/PPPP1PPP/RNBQK2R b KQkq - 1 4,,,7,1,9
C40,Latvian Gambit: Senechaud Gambit,1. e4 e5 2. Nf3 f5 3. b4,5,white,rnbqkbnr/pppp2pp/8/4pp2/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,,toQLusUR,9,0,7
E34,"Nimzo-Indian Defense: Classical Variation, Belyavsky Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 Qxd5 6. Nf3 Qf5 7. Qd1 e5,14,black,rnb1k2r/ppp2ppp/5n2/4pq2/1b1P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 8,BAG2ZHug,lMN0Rqpn,4,0,11
E08,"Catalan Opening: Closed, Spassky Gambit",1. d4 Nf6 2. c4 e6 3. g3 Be7 4. Bg2 d5 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. b3 b6 9. Rd1 Bb7 10. Nc3 b5,20,black,r2q1rk1/pb1nbppp/2p1pn2/1p1p4/2PP4/1PN2NP1/P1Q1PPBP/R1BR2K1 w - - 0 11,ySbI4v3Z,pHDxvj32,4,1,6
A45,"Trompowsky Attack: Edge Variation, Hergert Gambit",1. d4 Nf6 2. Bg5 Ne4 3. Bh4 c6 4. Nd2 Qa5 5. c3 Nxd2 6. Qxd2 d5 7. e4,13,white,rnb1kb1r/pp2pppp/2p5/q2p4/3PP2B/2P5/PP1Q1PPP/R3KBNR b KQkq - 0 7,,mjPRjhZG,3,1,5
C60,"Ruy Lopez: Spanish Countergambit, Harding Countergambit, Fricke Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 d5 4. Nxe5 Qg5 5. O-O,9,white,r1b1kbnr/ppp2ppp/2n5/1B1pN1q1/4P3/8/PPPP1PPP/RNBQ1RK1 b kq - 2 5,,dv6cKRae,5,0,2
A00,Hungarian Opening: Asten Gambit,1. g3 Nc6 2. Nc3 d5 3. d4 e5 4. dxe5 d4 5. Ne4 f5,10,black,r1bqkbnr/ppp3pp/2n5/4Pp2/3pN3/6P1/PPP1PP1P/R1BQKBNR w KQkq f6 0 6,,mhk8xHdX,2,0,3
A00,"Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit",1. g3 e5 2. Nf3 e4 3. Ng1 Nf6 4. b4,7,white,rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq - 0 4,,M18qspDF,2,0,2
A00,Van Geet Opening: Jendrossek Gambit,1. Nc3 d5 2. f4 d4 3. Ne4 f5 4. Nf2 Nf6 5. Nf3 c5 6. b4,11,white,rnbqkb1r/pp2p1pp/5n2/2p2p2/1P1p1P2/5N2/P1PPPNPP/R1BQKB1R b KQkq - 0 6,,,2,0,1
C20,"King's Pawn Game: Wayward Queen Attack, Mellon Gambit",1. e4 e5 2. Qh5 Nc6 3. Bc4 Nh6 4. d3 g6 5. Qf3 f6 6. Ne2 d5,12,black,r1bqkb1r/ppp4p/2n2ppn/3pp3/2B1P3/3P1Q2/PPP1NPPP/RNB1K2R w KQkq - 0 7,,Cjqvjywg,0,1,2
C51,"Italian Game: Evans Gambit, Mortimer-Evans Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3 Bg4 10. Qa4 Bd7 11. Qb3 Na5 12. Bxf7+ Kf8 13. Qc2,25,white,r2q1knr/pppb1Bpp/1b1p4/n7/3PP3/2N2N2/P1Q2PPP/R1B2RK1 b - - 2 13,,,1,0,0
